timedelta,dst
1185 days 01:00:00,-14
1185 days 02:00:00,-17
1185 days 03:00:00,-19
1185 days 04:00:00,-16
1185 days 05:00:00,-15
1185 days 06:00:00,-17
1185 days 07:00:00,-14
1185 days 08:00:00,-13
1185 days 09:00:00,-10
1185 days 10:00:00,-12
1185 days 11:00:00,-9
1185 days 12:00:00,-8
1185 days 13:00:00,-9
1185 days 14:00:00,-11
1185 days 15:00:00,-8
1185 days 16:00:00,-3
1185 days 17:00:00,-1
1185 days 18:00:00,1
1185 days 19:00:00,3
1185 days 20:00:00,3
1185 days 21:00:00,1
1185 days 22:00:00,-5
1185 days 23:00:00,-8
1186 days 00:00:00,-9
1186 days 01:00:00,-8
1186 days 02:00:00,-10
1186 days 03:00:00,-12
1186 days 04:00:00,-11
1186 days 05:00:00,-10
1186 days 06:00:00,-9
1186 days 07:00:00,-4
1186 days 08:00:00,-2
1186 days 09:00:00,-3
1186 days 10:00:00,-4
1186 days 11:00:00,-5
1186 days 12:00:00,-4
1186 days 13:00:00,-7
1186 days 14:00:00,-9
1186 days 15:00:00,-8
1186 days 16:00:00,-5
1186 days 17:00:00,-5
1186 days 18:00:00,-1
1186 days 19:00:00,0
1186 days 20:00:00,-1
1186 days 21:00:00,-6
1186 days 22:00:00,-3
1186 days 23:00:00,0
1187 days 00:00:00,-2
1187 days 01:00:00,-7
1187 days 02:00:00,-11
1187 days 03:00:00,-2
1187 days 04:00:00,2
1187 days 05:00:00,-1
1187 days 06:00:00,-3
1187 days 07:00:00,-1
1187 days 08:00:00,3
1187 days 09:00:00,4
1187 days 10:00:00,11
1187 days 11:00:00,8
1187 days 12:00:00,7
1187 days 13:00:00,3
1187 days 14:00:00,-3
1187 days 15:00:00,-2
1187 days 16:00:00,-1
1187 days 17:00:00,-2
1187 days 18:00:00,-1
1187 days 19:00:00,2
1187 days 20:00:00,5
1187 days 21:00:00,6
1187 days 22:00:00,0
1187 days 23:00:00,-1
1188 days 00:00:00,-3
1188 days 01:00:00,-14
1188 days 02:00:00,-25
1188 days 03:00:00,-23
1188 days 04:00:00,-16
1188 days 05:00:00,-16
1188 days 06:00:00,-16
1188 days 07:00:00,-16
1188 days 08:00:00,-13
1188 days 09:00:00,-9
1188 days 10:00:00,-7
1188 days 11:00:00,-6
1188 days 12:00:00,-7
1188 days 13:00:00,-9
1188 days 14:00:00,-10
1188 days 15:00:00,-9
1188 days 16:00:00,-7
1188 days 17:00:00,-6
1188 days 18:00:00,-8
1188 days 19:00:00,-12
1188 days 20:00:00,-11
1188 days 21:00:00,-5
1188 days 22:00:00,2
1188 days 23:00:00,8
1189 days 00:00:00,9
1189 days 01:00:00,6
1189 days 02:00:00,2
1189 days 03:00:00,-2
1189 days 04:00:00,-3
1189 days 05:00:00,-4
1189 days 06:00:00,-3
1189 days 07:00:00,0
1189 days 08:00:00,3
1189 days 09:00:00,0
1189 days 10:00:00,-2
1189 days 11:00:00,0
1189 days 12:00:00,-3
1189 days 13:00:00,-3
1189 days 14:00:00,0
1189 days 15:00:00,-1
1189 days 16:00:00,-2
1189 days 17:00:00,-3
1189 days 18:00:00,0
1189 days 19:00:00,-2
1189 days 20:00:00,-2
1189 days 21:00:00,2
1189 days 22:00:00,6
1189 days 23:00:00,9
1190 days 00:00:00,7
1190 days 01:00:00,4
1190 days 02:00:00,3
1190 days 03:00:00,4
1190 days 04:00:00,5
1190 days 05:00:00,6
1190 days 06:00:00,2
1190 days 07:00:00,2
1190 days 08:00:00,3
1190 days 09:00:00,2
1190 days 10:00:00,5
1190 days 11:00:00,5
1190 days 12:00:00,6
1190 days 13:00:00,3
1190 days 14:00:00,5
1190 days 15:00:00,6
1190 days 16:00:00,8
1190 days 17:00:00,8
1190 days 18:00:00,8
1190 days 19:00:00,5
1190 days 20:00:00,6
1190 days 21:00:00,6
1190 days 22:00:00,9
1190 days 23:00:00,15
1191 days 00:00:00,14
1191 days 01:00:00,21
1191 days 02:00:00,26
1191 days 03:00:00,25
1191 days 04:00:00,22
1191 days 05:00:00,21
1191 days 06:00:00,18
1191 days 07:00:00,17
1191 days 08:00:00,17
1191 days 09:00:00,16
1191 days 10:00:00,15
1191 days 11:00:00,14
1191 days 12:00:00,16
1191 days 13:00:00,16
1191 days 14:00:00,16
1191 days 15:00:00,18
1191 days 16:00:00,16
1191 days 17:00:00,14
1191 days 18:00:00,18
1191 days 19:00:00,27
1191 days 20:00:00,33
1191 days 21:00:00,25
1191 days 22:00:00,22
1191 days 23:00:00,22
1192 days 00:00:00,24
1192 days 01:00:00,21
1192 days 02:00:00,27
1192 days 03:00:00,30
1192 days 04:00:00,23
1192 days 05:00:00,14
1192 days 06:00:00,17
1192 days 07:00:00,20
1192 days 08:00:00,22
1192 days 09:00:00,24
1192 days 10:00:00,21
1192 days 11:00:00,22
1192 days 12:00:00,21
1192 days 13:00:00,17
1192 days 14:00:00,16
1192 days 15:00:00,15
1192 days 16:00:00,16
1192 days 17:00:00,14
1192 days 18:00:00,10
1192 days 19:00:00,11
1192 days 20:00:00,13
1192 days 21:00:00,13
1192 days 22:00:00,16
1192 days 23:00:00,17
1193 days 00:00:00,11
1193 days 01:00:00,5
1193 days 02:00:00,4
1193 days 03:00:00,-1
1193 days 04:00:00,-1
1193 days 05:00:00,3
1193 days 06:00:00,6
1193 days 07:00:00,8
1193 days 08:00:00,7
1193 days 09:00:00,6
1193 days 10:00:00,5
1193 days 11:00:00,6
1193 days 12:00:00,6
1193 days 13:00:00,6
1193 days 14:00:00,8
1193 days 15:00:00,9
1193 days 16:00:00,6
1193 days 17:00:00,3
1193 days 18:00:00,5
1193 days 19:00:00,5
1193 days 20:00:00,2
1193 days 21:00:00,-3
1193 days 22:00:00,-5
1193 days 23:00:00,-3
1194 days 00:00:00,2
1194 days 01:00:00,3
1194 days 02:00:00,5
1194 days 03:00:00,8
1194 days 04:00:00,10
1194 days 05:00:00,10
1194 days 06:00:00,7
1194 days 07:00:00,8
1194 days 08:00:00,10
1194 days 09:00:00,10
1194 days 10:00:00,7
1194 days 11:00:00,7
1194 days 12:00:00,8
1194 days 13:00:00,9
1194 days 14:00:00,7
1194 days 15:00:00,4
1194 days 16:00:00,6
1194 days 17:00:00,5
1194 days 18:00:00,1
1194 days 19:00:00,1
1194 days 20:00:00,2
1194 days 21:00:00,-1
1194 days 22:00:00,-2
1194 days 23:00:00,0
1195 days 00:00:00,0
1195 days 01:00:00,2
1195 days 02:00:00,4
1195 days 03:00:00,6
1195 days 04:00:00,7
1195 days 05:00:00,6
1195 days 06:00:00,6
1195 days 07:00:00,2
1195 days 08:00:00,-2
1195 days 09:00:00,-1
1195 days 10:00:00,6
1195 days 11:00:00,7
1195 days 12:00:00,5
1195 days 13:00:00,3
1195 days 14:00:00,2
1195 days 15:00:00,4
1195 days 16:00:00,4
1195 days 17:00:00,3
1195 days 18:00:00,2
1195 days 19:00:00,5
1195 days 20:00:00,8
1195 days 21:00:00,6
1195 days 22:00:00,3
1195 days 23:00:00,4
1196 days 00:00:00,4
1196 days 01:00:00,5
1196 days 02:00:00,5
1196 days 03:00:00,5
1196 days 04:00:00,8
1196 days 05:00:00,10
1196 days 06:00:00,10
1196 days 07:00:00,10
1196 days 08:00:00,12
1196 days 09:00:00,11
1196 days 10:00:00,9
1196 days 11:00:00,8
1196 days 12:00:00,9
1196 days 13:00:00,12
1196 days 14:00:00,14
1196 days 15:00:00,24
1196 days 16:00:00,22
1196 days 17:00:00,26
1196 days 18:00:00,25
1196 days 19:00:00,22
1196 days 20:00:00,18
1196 days 21:00:00,14
1196 days 22:00:00,14
1196 days 23:00:00,14
1197 days 00:00:00,12
1197 days 01:00:00,10
1197 days 02:00:00,14
1197 days 03:00:00,17
1197 days 04:00:00,16
1197 days 05:00:00,15
1197 days 06:00:00,19
1197 days 07:00:00,20
1197 days 08:00:00,22
1197 days 09:00:00,20
1197 days 10:00:00,10
1197 days 11:00:00,-3
1197 days 12:00:00,-3
1197 days 13:00:00,-12
1197 days 14:00:00,-23
1197 days 15:00:00,-34
1197 days 16:00:00,-37
1197 days 17:00:00,-36
1197 days 18:00:00,-42
1197 days 19:00:00,-38
1197 days 20:00:00,-41
1197 days 21:00:00,-38
1197 days 22:00:00,-32
1197 days 23:00:00,-36
1198 days 00:00:00,-28
1198 days 01:00:00,-19
1198 days 02:00:00,-14
1198 days 03:00:00,-12
1198 days 04:00:00,-11
1198 days 05:00:00,-9
1198 days 06:00:00,-10
1198 days 07:00:00,-8
1198 days 08:00:00,-3
1198 days 09:00:00,2
1198 days 10:00:00,1
1198 days 11:00:00,1
1198 days 12:00:00,-5
1198 days 13:00:00,-8
1198 days 14:00:00,-18
1198 days 15:00:00,-13
1198 days 16:00:00,-14
1198 days 17:00:00,-15
1198 days 18:00:00,-15
1198 days 19:00:00,-14
1198 days 20:00:00,-12
1198 days 21:00:00,-11
1198 days 22:00:00,-12
1198 days 23:00:00,-12
1199 days 00:00:00,-12
1199 days 01:00:00,-12
1199 days 02:00:00,-11
1199 days 03:00:00,-10
1199 days 04:00:00,-9
1199 days 05:00:00,-9
1199 days 06:00:00,-10
1199 days 07:00:00,-9
1199 days 08:00:00,-7
1199 days 09:00:00,-6
1199 days 10:00:00,-6
1199 days 11:00:00,-6
1199 days 12:00:00,-4
1199 days 13:00:00,2
1199 days 14:00:00,1
1199 days 15:00:00,0
1199 days 16:00:00,0
1199 days 17:00:00,0
1199 days 18:00:00,5
1199 days 19:00:00,4
1199 days 20:00:00,1
1199 days 21:00:00,-2
1199 days 22:00:00,-3
1199 days 23:00:00,-3
1200 days 00:00:00,-3
1200 days 01:00:00,3
1200 days 02:00:00,5
1200 days 03:00:00,7
1200 days 04:00:00,7
1200 days 05:00:00,5
1200 days 06:00:00,3
1200 days 07:00:00,3
1200 days 08:00:00,2
1200 days 09:00:00,3
1200 days 10:00:00,3
1200 days 11:00:00,2
1200 days 12:00:00,1
1200 days 13:00:00,0
1200 days 14:00:00,-1
1200 days 15:00:00,0
1200 days 16:00:00,9
1200 days 17:00:00,12
1200 days 18:00:00,9
1200 days 19:00:00,12
1200 days 20:00:00,11
1200 days 21:00:00,14
1200 days 22:00:00,13
1200 days 23:00:00,13
0 days 00:00:00,13
0 days 01:00:00,3
0 days 02:00:00,-38
0 days 03:00:00,-73
0 days 04:00:00,-103
0 days 05:00:00,-110
0 days 06:00:00,-109
0 days 07:00:00,-122
0 days 08:00:00,-124
0 days 09:00:00,-103
0 days 10:00:00,-89
0 days 11:00:00,-83
0 days 12:00:00,-82
0 days 13:00:00,-83
0 days 14:00:00,-73
0 days 15:00:00,-68
0 days 16:00:00,-68
0 days 17:00:00,-65
0 days 18:00:00,-60
0 days 19:00:00,-55
0 days 20:00:00,-54
0 days 21:00:00,-51
0 days 22:00:00,-50
0 days 23:00:00,-44
1 days 00:00:00,-42
1 days 01:00:00,-44
1 days 02:00:00,-40
1 days 03:00:00,-49
1 days 04:00:00,-50
1 days 05:00:00,-50
1 days 06:00:00,-53
1 days 07:00:00,-45
1 days 08:00:00,-40
1 days 09:00:00,-38
1 days 10:00:00,-40
1 days 11:00:00,-43
1 days 12:00:00,-38
1 days 13:00:00,-36
1 days 14:00:00,-41
1 days 15:00:00,-42
1 days 16:00:00,-42
1 days 17:00:00,-39
1 days 18:00:00,-39
1 days 19:00:00,-43
1 days 20:00:00,-40
1 days 21:00:00,-34
1 days 22:00:00,-31
1 days 23:00:00,-31
2 days 00:00:00,-32
2 days 01:00:00,-31
2 days 02:00:00,-34
2 days 03:00:00,-33
2 days 04:00:00,-33
2 days 05:00:00,-31
2 days 06:00:00,-28
2 days 07:00:00,-24
2 days 08:00:00,-24
2 days 09:00:00,-26
2 days 10:00:00,-27
2 days 11:00:00,-29
2 days 12:00:00,-27
2 days 13:00:00,-25
2 days 14:00:00,-25
2 days 15:00:00,-22
2 days 16:00:00,-22
2 days 17:00:00,-21
2 days 18:00:00,-21
2 days 19:00:00,-20
2 days 20:00:00,-22
2 days 21:00:00,-23
2 days 22:00:00,-20
2 days 23:00:00,-25
3 days 00:00:00,-23
3 days 01:00:00,-28
3 days 02:00:00,-29
3 days 03:00:00,-26
3 days 04:00:00,-27
3 days 05:00:00,-26
3 days 06:00:00,-25
3 days 07:00:00,-27
3 days 08:00:00,-23
3 days 09:00:00,-19
3 days 10:00:00,-20
3 days 11:00:00,-25
3 days 12:00:00,-25
3 days 13:00:00,-25
3 days 14:00:00,-24
3 days 15:00:00,-25
3 days 16:00:00,-25
3 days 17:00:00,-22
3 days 18:00:00,-18
3 days 19:00:00,-16
3 days 20:00:00,-15
3 days 21:00:00,-11
3 days 22:00:00,-9
3 days 23:00:00,-9
4 days 00:00:00,-14
4 days 01:00:00,-13
4 days 02:00:00,-12
4 days 03:00:00,-13
4 days 04:00:00,-20
4 days 05:00:00,-23
4 days 06:00:00,-20
4 days 07:00:00,-15
4 days 08:00:00,-13
4 days 09:00:00,-13
4 days 10:00:00,-14
4 days 11:00:00,-14
4 days 12:00:00,-12
4 days 13:00:00,-8
4 days 14:00:00,-10
4 days 15:00:00,-11
4 days 16:00:00,-12
4 days 17:00:00,-15
4 days 18:00:00,-18
4 days 19:00:00,-20
4 days 20:00:00,-20
4 days 21:00:00,-21
4 days 22:00:00,-23
4 days 23:00:00,-24
5 days 00:00:00,-26
5 days 01:00:00,-25
5 days 02:00:00,-24
5 days 03:00:00,-18
5 days 04:00:00,-15
5 days 05:00:00,-12
5 days 06:00:00,-12
5 days 07:00:00,-15
5 days 08:00:00,-20
5 days 09:00:00,-17
5 days 10:00:00,-15
5 days 11:00:00,-17
5 days 12:00:00,-19
5 days 13:00:00,-22
5 days 14:00:00,-21
5 days 15:00:00,-13
5 days 16:00:00,-20
5 days 17:00:00,-17
5 days 18:00:00,-20
5 days 19:00:00,-37
5 days 20:00:00,-45
5 days 21:00:00,-55
5 days 22:00:00,-62
5 days 23:00:00,-60
6 days 00:00:00,-64
6 days 01:00:00,-69
6 days 02:00:00,-78
6 days 03:00:00,-68
6 days 04:00:00,-76
6 days 05:00:00,-78
6 days 06:00:00,-74
6 days 07:00:00,-73
6 days 08:00:00,-56
6 days 09:00:00,-52
6 days 10:00:00,-49
6 days 11:00:00,-40
6 days 12:00:00,-43
6 days 13:00:00,-46
6 days 14:00:00,-43
6 days 15:00:00,-47
6 days 16:00:00,-44
6 days 17:00:00,-39
6 days 18:00:00,-38
6 days 19:00:00,-34
6 days 20:00:00,-30
6 days 21:00:00,-28
6 days 22:00:00,-26
6 days 23:00:00,-24
7 days 00:00:00,-24
7 days 01:00:00,-26
7 days 02:00:00,-27
7 days 03:00:00,-26
7 days 04:00:00,-21
7 days 05:00:00,-23
7 days 06:00:00,-18
7 days 07:00:00,-19
7 days 08:00:00,-11
7 days 09:00:00,-7
7 days 10:00:00,-8
7 days 11:00:00,-17
7 days 12:00:00,-16
7 days 13:00:00,-17
7 days 14:00:00,-17
7 days 15:00:00,-20
7 days 16:00:00,-19
7 days 17:00:00,-17
7 days 18:00:00,-13
7 days 19:00:00,-14
7 days 20:00:00,-14
7 days 21:00:00,-14
7 days 22:00:00,-14
7 days 23:00:00,-16
8 days 00:00:00,-14
8 days 01:00:00,-13
8 days 02:00:00,-8
8 days 03:00:00,-6
8 days 04:00:00,-3
8 days 05:00:00,0
8 days 06:00:00,-1
8 days 07:00:00,-1
8 days 08:00:00,0
8 days 09:00:00,0
8 days 10:00:00,0
8 days 11:00:00,-2
8 days 12:00:00,0
8 days 13:00:00,-3
8 days 14:00:00,-7
8 days 15:00:00,-14
8 days 16:00:00,-17
8 days 17:00:00,-21
8 days 18:00:00,-12
8 days 19:00:00,-10
8 days 20:00:00,-6
8 days 21:00:00,-9
8 days 22:00:00,-11
8 days 23:00:00,-10
9 days 00:00:00,-10
9 days 01:00:00,-14
9 days 02:00:00,-18
9 days 03:00:00,-17
9 days 04:00:00,-19
9 days 05:00:00,-18
9 days 06:00:00,-15
9 days 07:00:00,-14
9 days 08:00:00,-10
9 days 09:00:00,-12
9 days 10:00:00,-9
9 days 11:00:00,-11
9 days 12:00:00,-12
9 days 13:00:00,-14
9 days 14:00:00,-10
9 days 15:00:00,-13
9 days 16:00:00,-9
9 days 17:00:00,-8
9 days 18:00:00,-8
9 days 19:00:00,-11
9 days 20:00:00,-12
9 days 21:00:00,-14
9 days 22:00:00,-14
9 days 23:00:00,-12
10 days 00:00:00,-11
10 days 01:00:00,-9
10 days 02:00:00,-9
10 days 03:00:00,-9
10 days 04:00:00,-11
10 days 05:00:00,-10
10 days 06:00:00,-10
10 days 07:00:00,-7
10 days 08:00:00,-7
10 days 09:00:00,-8
10 days 10:00:00,-7
10 days 11:00:00,-6
10 days 12:00:00,-9
10 days 13:00:00,-9
10 days 14:00:00,-14
10 days 15:00:00,-16
10 days 16:00:00,-17
10 days 17:00:00,-15
10 days 18:00:00,-19
10 days 19:00:00,-16
10 days 20:00:00,-14
10 days 21:00:00,-14
10 days 22:00:00,-13
10 days 23:00:00,-12
11 days 00:00:00,-16
11 days 01:00:00,-15
11 days 02:00:00,-11
11 days 03:00:00,-11
11 days 04:00:00,-13
11 days 05:00:00,-12
11 days 06:00:00,-12
11 days 07:00:00,-14
11 days 08:00:00,-13
11 days 09:00:00,-14
11 days 10:00:00,-11
11 days 11:00:00,-11
11 days 12:00:00,-11
11 days 13:00:00,-12
11 days 14:00:00,-13
11 days 15:00:00,-13
11 days 16:00:00,-10
11 days 17:00:00,-10
11 days 18:00:00,-9
11 days 19:00:00,-8
11 days 20:00:00,-7
11 days 21:00:00,-9
11 days 22:00:00,-8
11 days 23:00:00,-10
12 days 00:00:00,-15
12 days 01:00:00,-18
12 days 02:00:00,-14
12 days 03:00:00,-10
12 days 04:00:00,-6
12 days 05:00:00,-5
12 days 06:00:00,-3
12 days 07:00:00,-3
12 days 08:00:00,-5
12 days 09:00:00,-6
12 days 10:00:00,-5
12 days 11:00:00,-4
12 days 12:00:00,-6
12 days 13:00:00,-8
12 days 14:00:00,-9
12 days 15:00:00,-11
12 days 16:00:00,-9
12 days 17:00:00,-8
12 days 18:00:00,-7
12 days 19:00:00,-6
12 days 20:00:00,-5
12 days 21:00:00,-5
12 days 22:00:00,-6
12 days 23:00:00,-6
13 days 00:00:00,-5
13 days 01:00:00,-5
13 days 02:00:00,-5
13 days 03:00:00,-5
13 days 04:00:00,-5
13 days 05:00:00,-6
13 days 06:00:00,-6
13 days 07:00:00,-6
13 days 08:00:00,-4
13 days 09:00:00,-4
13 days 10:00:00,0
13 days 11:00:00,-1
13 days 12:00:00,0
13 days 13:00:00,3
13 days 14:00:00,5
13 days 15:00:00,5
13 days 16:00:00,6
13 days 17:00:00,6
13 days 18:00:00,4
13 days 19:00:00,1
13 days 20:00:00,0
13 days 21:00:00,0
13 days 22:00:00,-3
13 days 23:00:00,-6
14 days 00:00:00,-8
14 days 01:00:00,-3
14 days 02:00:00,0
14 days 03:00:00,2
14 days 04:00:00,4
14 days 05:00:00,9
14 days 06:00:00,10
14 days 07:00:00,4
14 days 08:00:00,2
14 days 09:00:00,-1
14 days 10:00:00,-2
14 days 11:00:00,-5
14 days 12:00:00,-8
14 days 13:00:00,-11
14 days 14:00:00,-11
14 days 15:00:00,-10
14 days 16:00:00,-8
14 days 17:00:00,-8
14 days 18:00:00,-4
14 days 19:00:00,-2
14 days 20:00:00,-4
14 days 21:00:00,-6
14 days 22:00:00,-8
14 days 23:00:00,-7
15 days 00:00:00,-6
15 days 01:00:00,-4
15 days 02:00:00,0
15 days 03:00:00,2
15 days 04:00:00,1
15 days 05:00:00,2
15 days 06:00:00,0
15 days 07:00:00,1
15 days 08:00:00,1
15 days 09:00:00,2
15 days 10:00:00,1
15 days 11:00:00,1
15 days 12:00:00,2
15 days 13:00:00,0
15 days 14:00:00,-1
15 days 15:00:00,-1
15 days 16:00:00,-2
15 days 17:00:00,-4
15 days 18:00:00,-6
15 days 19:00:00,-7
15 days 20:00:00,-4
15 days 21:00:00,-2
15 days 22:00:00,1
15 days 23:00:00,2
16 days 00:00:00,2
16 days 01:00:00,3
16 days 02:00:00,-2
16 days 03:00:00,-4
16 days 04:00:00,-5
16 days 05:00:00,-6
16 days 06:00:00,-6
16 days 07:00:00,-7
16 days 08:00:00,-5
16 days 09:00:00,-6
16 days 10:00:00,-7
16 days 11:00:00,-8
16 days 12:00:00,-10
16 days 13:00:00,-11
16 days 14:00:00,-10
16 days 15:00:00,-10
16 days 16:00:00,-8
16 days 17:00:00,-4
16 days 18:00:00,-4
16 days 19:00:00,-2
16 days 20:00:00,-1
16 days 21:00:00,-1
16 days 22:00:00,2
16 days 23:00:00,8
17 days 00:00:00,9
17 days 01:00:00,7
17 days 02:00:00,0
17 days 03:00:00,-7
17 days 04:00:00,-14
17 days 05:00:00,-15
17 days 06:00:00,-12
17 days 07:00:00,-10
17 days 08:00:00,-9
17 days 09:00:00,-8
17 days 10:00:00,-10
17 days 11:00:00,-11
17 days 12:00:00,-14
17 days 13:00:00,-13
17 days 14:00:00,-14
17 days 15:00:00,-14
17 days 16:00:00,-15
17 days 17:00:00,-14
17 days 18:00:00,-15
17 days 19:00:00,-13
17 days 20:00:00,-11
17 days 21:00:00,-12
17 days 22:00:00,-9
17 days 23:00:00,0
18 days 00:00:00,5
18 days 01:00:00,3
18 days 02:00:00,-3
18 days 03:00:00,-7
18 days 04:00:00,-6
18 days 05:00:00,-5
18 days 06:00:00,-4
18 days 07:00:00,-1
18 days 08:00:00,0
18 days 09:00:00,1
18 days 10:00:00,0
18 days 11:00:00,-2
18 days 12:00:00,-7
18 days 13:00:00,-10
18 days 14:00:00,-10
18 days 15:00:00,-9
18 days 16:00:00,-6
18 days 17:00:00,-4
18 days 18:00:00,-2
18 days 19:00:00,-3
18 days 20:00:00,-5
18 days 21:00:00,-4
18 days 22:00:00,0
18 days 23:00:00,6
19 days 00:00:00,1
19 days 01:00:00,-8
19 days 02:00:00,-10
19 days 03:00:00,-9
19 days 04:00:00,-11
19 days 05:00:00,-10
19 days 06:00:00,-7
19 days 07:00:00,-3
19 days 08:00:00,-1
19 days 09:00:00,3
19 days 10:00:00,2
19 days 11:00:00,5
19 days 12:00:00,3
19 days 13:00:00,-4
19 days 14:00:00,-10
19 days 15:00:00,-12
19 days 16:00:00,-12
19 days 17:00:00,-9
19 days 18:00:00,-6
19 days 19:00:00,-7
19 days 20:00:00,-10
19 days 21:00:00,-12
19 days 22:00:00,-7
19 days 23:00:00,-9
20 days 00:00:00,-11
20 days 01:00:00,-21
20 days 02:00:00,-23
20 days 03:00:00,-18
20 days 04:00:00,-18
20 days 05:00:00,-18
20 days 06:00:00,-18
20 days 07:00:00,-17
20 days 08:00:00,-17
20 days 09:00:00,-15
20 days 10:00:00,-17
20 days 11:00:00,-16
20 days 12:00:00,-16
20 days 13:00:00,-17
20 days 14:00:00,-17
20 days 15:00:00,-13
20 days 16:00:00,-8
20 days 17:00:00,-5
20 days 18:00:00,-5
20 days 19:00:00,-10
20 days 20:00:00,-14
20 days 21:00:00,-27
20 days 22:00:00,-25
20 days 23:00:00,-21
21 days 00:00:00,-17
21 days 01:00:00,-20
21 days 02:00:00,-20
21 days 03:00:00,-21
21 days 04:00:00,-18
21 days 05:00:00,-20
21 days 06:00:00,-18
21 days 07:00:00,-18
21 days 08:00:00,-17
21 days 09:00:00,-18
21 days 10:00:00,-22
21 days 11:00:00,-25
21 days 12:00:00,-25
21 days 13:00:00,-24
21 days 14:00:00,-22
21 days 15:00:00,-23
21 days 16:00:00,-22
21 days 17:00:00,-24
21 days 18:00:00,-24
21 days 19:00:00,-29
21 days 20:00:00,-32
21 days 21:00:00,-30
21 days 22:00:00,-26
21 days 23:00:00,-21
22 days 00:00:00,-19
22 days 01:00:00,-19
22 days 02:00:00,-18
22 days 03:00:00,-22
22 days 04:00:00,-20
22 days 05:00:00,-19
22 days 06:00:00,-23
22 days 07:00:00,-17
22 days 08:00:00,-16
22 days 09:00:00,-28
22 days 10:00:00,-32
22 days 11:00:00,-32
22 days 12:00:00,-27
22 days 13:00:00,-23
22 days 14:00:00,-25
22 days 15:00:00,-27
22 days 16:00:00,-26
22 days 17:00:00,-28
22 days 18:00:00,-25
22 days 19:00:00,-25
22 days 20:00:00,-23
22 days 21:00:00,-29
22 days 22:00:00,-37
22 days 23:00:00,-38
23 days 00:00:00,-33
23 days 01:00:00,-27
23 days 02:00:00,-25
23 days 03:00:00,-28
23 days 04:00:00,-32
23 days 05:00:00,-33
23 days 06:00:00,-25
23 days 07:00:00,-19
23 days 08:00:00,-18
23 days 09:00:00,-28
23 days 10:00:00,-33
23 days 11:00:00,-36
23 days 12:00:00,-36
23 days 13:00:00,-30
23 days 14:00:00,-27
23 days 15:00:00,-31
23 days 16:00:00,-31
23 days 17:00:00,-32
23 days 18:00:00,-36
23 days 19:00:00,-44
23 days 20:00:00,-40
23 days 21:00:00,-46
23 days 22:00:00,-49
23 days 23:00:00,-49
24 days 00:00:00,-40
24 days 01:00:00,-35
24 days 02:00:00,-35
24 days 03:00:00,-36
24 days 04:00:00,-34
24 days 05:00:00,-30
24 days 06:00:00,-27
24 days 07:00:00,-25
24 days 08:00:00,-22
24 days 09:00:00,-21
24 days 10:00:00,-26
24 days 11:00:00,-28
24 days 12:00:00,-30
24 days 13:00:00,-29
24 days 14:00:00,-25
24 days 15:00:00,-22
24 days 16:00:00,-19
24 days 17:00:00,-15
24 days 18:00:00,-15
24 days 19:00:00,-18
24 days 20:00:00,-21
24 days 21:00:00,-23
24 days 22:00:00,-19
24 days 23:00:00,-18
25 days 00:00:00,-18
25 days 01:00:00,-18
25 days 02:00:00,-14
25 days 03:00:00,-11
25 days 04:00:00,-9
25 days 05:00:00,-8
25 days 06:00:00,-6
25 days 07:00:00,-5
25 days 08:00:00,-7
25 days 09:00:00,-10
25 days 10:00:00,-10
25 days 11:00:00,-13
25 days 12:00:00,-13
25 days 13:00:00,-11
25 days 14:00:00,-10
25 days 15:00:00,-9
25 days 16:00:00,-11
25 days 17:00:00,-13
25 days 18:00:00,-10
25 days 19:00:00,-12
25 days 20:00:00,-15
25 days 21:00:00,-18
25 days 22:00:00,-19
25 days 23:00:00,-18
26 days 00:00:00,-18
26 days 01:00:00,-16
26 days 02:00:00,-13
26 days 03:00:00,-13
26 days 04:00:00,-15
26 days 05:00:00,-14
26 days 06:00:00,-11
26 days 07:00:00,-10
26 days 08:00:00,-11
26 days 09:00:00,-13
26 days 10:00:00,-14
26 days 11:00:00,-15
26 days 12:00:00,-14
26 days 13:00:00,-13
26 days 14:00:00,-6
26 days 15:00:00,4
26 days 16:00:00,0
26 days 17:00:00,-2
26 days 18:00:00,0
26 days 19:00:00,-4
26 days 20:00:00,-5
26 days 21:00:00,-5
26 days 22:00:00,-5
26 days 23:00:00,-2
27 days 00:00:00,5
27 days 01:00:00,3
27 days 02:00:00,-6
27 days 03:00:00,-4
27 days 04:00:00,-13
27 days 05:00:00,-17
27 days 06:00:00,-15
27 days 07:00:00,-14
27 days 08:00:00,-14
27 days 09:00:00,-14
27 days 10:00:00,-16
27 days 11:00:00,-19
27 days 12:00:00,-25
27 days 13:00:00,-32
27 days 14:00:00,-36
27 days 15:00:00,-36
27 days 16:00:00,-45
27 days 17:00:00,-48
27 days 18:00:00,-52
27 days 19:00:00,-59
27 days 20:00:00,-67
27 days 21:00:00,-77
27 days 22:00:00,-82
27 days 23:00:00,-91
28 days 00:00:00,-95
28 days 01:00:00,-100
28 days 02:00:00,-100
28 days 03:00:00,-97
28 days 04:00:00,-98
28 days 05:00:00,-100
28 days 06:00:00,-102
28 days 07:00:00,-98
28 days 08:00:00,-101
